Disease,County,Year,MALE,FEMALE
Spotted Fever Rickettsiosis,SAN BENITO,2010,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2011,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2012,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2013,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2014,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2015,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2016,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2017,0,0
Spotted Fever Rickettsiosis,SAN BENITO,2018,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2001,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2002,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2003,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2004,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2005,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2006,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2007,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2008,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2009,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2010,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2011,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2012,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2013,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2014,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2015,0,1
Spotted Fever Rickettsiosis,SAN BERNARDINO,2016,0,0
Spotted Fever Rickettsiosis,SAN BERNARDINO,2017,0,1
Spotted Fever Rickettsiosis,SAN BERNARDINO,2018,1,0
Spotted Fever Rickettsiosis,SAN DIEGO,2001,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2002,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2003,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2004,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2005,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2006,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2007,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2008,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2009,0,1
Spotted Fever Rickettsiosis,SAN DIEGO,2010,1,0
Spotted Fever Rickettsiosis,SAN DIEGO,2011,0,0
Spotted Fever Rickettsiosis,SAN DIEGO,2012,1,0
Spotted Fever Rickettsiosis,SAN DIEGO,2013,4,0
Spotted Fever Rickettsiosis,SAN DIEGO,2014,2,0
Spotted Fever Rickettsiosis,SAN DIEGO,2015,2,0
Spotted Fever Rickettsiosis,SAN DIEGO,2016,0,2
Spotted Fever Rickettsiosis,SAN DIEGO,2017,3,0
Spotted Fever Rickettsiosis,SAN DIEGO,2018,1,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2001,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2002,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2003,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2004,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2005,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2006,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2007,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2008,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2009,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2010,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2011,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2012,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2013,0,1
Spotted Fever Rickettsiosis,SAN FRANCISCO,2014,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2015,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2016,0,0
Spotted Fever Rickettsiosis,SAN FRANCISCO,2017,0,1
Spotted Fever Rickettsiosis,SAN FRANCISCO,2018,1,1
Spotted Fever Rickettsiosis,SAN JOAQUIN,2001,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2002,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2003,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2004,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2005,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2006,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2007,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2008,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2009,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2010,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2011,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2012,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2013,0,1
Spotted Fever Rickettsiosis,SAN JOAQUIN,2014,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2015,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2016,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2017,0,0
Spotted Fever Rickettsiosis,SAN JOAQUIN,2018,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2001,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2002,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2003,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2004,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2005,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2006,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2007,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2008,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2009,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2010,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2011,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2012,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2013,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2014,1,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2015,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2016,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2017,0,0
Spotted Fever Rickettsiosis,SAN LUIS OBISPO,2018,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2001,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2002,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2003,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2004,1,0
Spotted Fever Rickettsiosis,SAN MATEO,2005,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2006,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2007,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2008,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2009,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2010,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2011,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2012,1,1
Spotted Fever Rickettsiosis,SAN MATEO,2013,0,1
Spotted Fever Rickettsiosis,SAN MATEO,2014,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2015,1,0
Spotted Fever Rickettsiosis,SAN MATEO,2016,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2017,0,0
Spotted Fever Rickettsiosis,SAN MATEO,2018,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2001,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2002,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2003,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2004,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2005,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2006,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2007,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2008,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2009,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2010,1,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2011,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2012,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2013,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2014,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2015,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2016,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2017,0,0
Spotted Fever Rickettsiosis,SANTA BARBARA,2018,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2001,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2002,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2003,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2004,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2005,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2006,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2007,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2008,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2009,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2010,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2011,0,1
Spotted Fever Rickettsiosis,SANTA CLARA,2012,1,0
Spotted Fever Rickettsiosis,SANTA CLARA,2013,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2014,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2015,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2016,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2017,0,0
Spotted Fever Rickettsiosis,SANTA CLARA,2018,1,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2001,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2002,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2003,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2004,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2005,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2006,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2007,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2008,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2009,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2010,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2011,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2012,0,1
Spotted Fever Rickettsiosis,SANTA CRUZ,2013,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2014,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2015,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2016,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2017,0,0
Spotted Fever Rickettsiosis,SANTA CRUZ,2018,0,0
Spotted Fever Rickettsiosis,SHASTA,2001,0,0
Spotted Fever Rickettsiosis,SHASTA,2002,0,0
Spotted Fever Rickettsiosis,SHASTA,2003,0,0
Spotted Fever Rickettsiosis,SHASTA,2004,0,0
Spotted Fever Rickettsiosis,SHASTA,2005,0,0
Spotted Fever Rickettsiosis,SHASTA,2006,0,0
Spotted Fever Rickettsiosis,SHASTA,2007,0,0
Spotted Fever Rickettsiosis,SHASTA,2008,0,0
Spotted Fever Rickettsiosis,SHASTA,2009,0,0
Spotted Fever Rickettsiosis,SHASTA,2010,0,0
Spotted Fever Rickettsiosis,SHASTA,2011,0,0
Spotted Fever Rickettsiosis,SHASTA,2012,0,0
Spotted Fever Rickettsiosis,SHASTA,2013,1,0
Spotted Fever Rickettsiosis,SHASTA,2014,0,0
Spotted Fever Rickettsiosis,SHASTA,2015,0,0
Spotted Fever Rickettsiosis,SHASTA,2016,0,0
Spotted Fever Rickettsiosis,SHASTA,2017,0,0
Spotted Fever Rickettsiosis,SHASTA,2018,0,0
Spotted Fever Rickettsiosis,SIERRA,2001,0,0
Spotted Fever Rickettsiosis,SIERRA,2002,0,0
Spotted Fever Rickettsiosis,SIERRA,2003,0,0
Spotted Fever Rickettsiosis,SIERRA,2004,0,0
Spotted Fever Rickettsiosis,SIERRA,2005,0,0
Spotted Fever Rickettsiosis,SIERRA,2006,0,0
Spotted Fever Rickettsiosis,SIERRA,2007,0,0
Spotted Fever Rickettsiosis,SIERRA,2008,0,0
Spotted Fever Rickettsiosis,SIERRA,2009,0,0
Spotted Fever Rickettsiosis,SIERRA,2010,0,0
Spotted Fever Rickettsiosis,SIERRA,2011,0,0
Spotted Fever Rickettsiosis,SIERRA,2012,0,0
Spotted Fever Rickettsiosis,SIERRA,2013,0,0
Spotted Fever Rickettsiosis,SIERRA,2014,0,0
Spotted Fever Rickettsiosis,SIERRA,2015,0,0
Spotted Fever Rickettsiosis,SIERRA,2016,0,0
Spotted Fever Rickettsiosis,SIERRA,2017,0,0
Spotted Fever Rickettsiosis,SIERRA,2018,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2001,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2002,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2003,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2004,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2005,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2006,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2007,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2008,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2009,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2010,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2011,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2012,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2013,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2014,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2015,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2016,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2017,0,0
Spotted Fever Rickettsiosis,SISKIYOU,2018,0,0
Spotted Fever Rickettsiosis,SOLANO,2001,0,0
Spotted Fever Rickettsiosis,SOLANO,2002,0,0
Spotted Fever Rickettsiosis,SOLANO,2003,0,0
Spotted Fever Rickettsiosis,SOLANO,2004,0,0
Spotted Fever Rickettsiosis,SOLANO,2005,0,0
Spotted Fever Rickettsiosis,SOLANO,2006,0,0
Spotted Fever Rickettsiosis,SOLANO,2007,0,0
Spotted Fever Rickettsiosis,SOLANO,2008,0,0
Spotted Fever Rickettsiosis,SOLANO,2009,0,0
Spotted Fever Rickettsiosis,SOLANO,2010,0,0
Spotted Fever Rickettsiosis,SOLANO,2011,0,0
Spotted Fever Rickettsiosis,SOLANO,2012,1,0
Spotted Fever Rickettsiosis,SOLANO,2013,0,0
Spotted Fever Rickettsiosis,SOLANO,2014,0,0
Spotted Fever Rickettsiosis,SOLANO,2015,0,0
Spotted Fever Rickettsiosis,SOLANO,2016,0,0
Spotted Fever Rickettsiosis,SOLANO,2017,0,0
Spotted Fever Rickettsiosis,SOLANO,2018,0,0
Spotted Fever Rickettsiosis,SONOMA,2001,0,0
Spotted Fever Rickettsiosis,SONOMA,2002,0,0
Spotted Fever Rickettsiosis,SONOMA,2003,0,1
Spotted Fever Rickettsiosis,SONOMA,2004,0,0
Spotted Fever Rickettsiosis,SONOMA,2005,0,0
Spotted Fever Rickettsiosis,SONOMA,2006,0,0
Spotted Fever Rickettsiosis,SONOMA,2007,0,0
Spotted Fever Rickettsiosis,SONOMA,2008,0,0
Spotted Fever Rickettsiosis,SONOMA,2009,0,0
Spotted Fever Rickettsiosis,SONOMA,2010,0,0
Spotted Fever Rickettsiosis,SONOMA,2011,0,0
Spotted Fever Rickettsiosis,SONOMA,2012,0,0
Spotted Fever Rickettsiosis,SONOMA,2013,0,0
Spotted Fever Rickettsiosis,SONOMA,2014,0,0
Spotted Fever Rickettsiosis,SONOMA,2015,0,0
Spotted Fever Rickettsiosis,SONOMA,2016,0,1
Spotted Fever Rickettsiosis,SONOMA,2017,0,0
Spotted Fever Rickettsiosis,SONOMA,2018,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2001,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2002,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2003,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2004,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2005,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2006,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2007,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2008,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2009,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2010,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2011,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2012,0,1
Spotted Fever Rickettsiosis,STANISLAUS,2013,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2014,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2015,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2016,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2017,0,0
Spotted Fever Rickettsiosis,STANISLAUS,2018,0,0
Spotted Fever Rickettsiosis,SUTTER,2001,0,0
Spotted Fever Rickettsiosis,SUTTER,2002,0,0
Spotted Fever Rickettsiosis,SUTTER,2003,0,0
Spotted Fever Rickettsiosis,SUTTER,2004,0,0
Spotted Fever Rickettsiosis,SUTTER,2005,0,0
Spotted Fever Rickettsiosis,SUTTER,2006,0,0
Spotted Fever Rickettsiosis,SUTTER,2007,0,0
Spotted Fever Rickettsiosis,SUTTER,2008,0,0
Spotted Fever Rickettsiosis,SUTTER,2009,0,0
Spotted Fever Rickettsiosis,SUTTER,2010,0,0
Spotted Fever Rickettsiosis,SUTTER,2011,0,0
Spotted Fever Rickettsiosis,SUTTER,2012,0,0
Spotted Fever Rickettsiosis,SUTTER,2013,,
Spotted Fever Rickettsiosis,SUTTER,2014,0,0
Spotted Fever Rickettsiosis,SUTTER,2015,0,0
Spotted Fever Rickettsiosis,SUTTER,2016,0,0
Spotted Fever Rickettsiosis,SUTTER,2017,0,0
Spotted Fever Rickettsiosis,SUTTER,2018,0,0
Spotted Fever Rickettsiosis,TEHAMA,2001,0,0
Spotted Fever Rickettsiosis,TEHAMA,2002,0,0
Spotted Fever Rickettsiosis,TEHAMA,2003,0,0
Spotted Fever Rickettsiosis,TEHAMA,2004,0,0
Spotted Fever Rickettsiosis,TEHAMA,2005,0,0
Spotted Fever Rickettsiosis,TEHAMA,2006,0,0
Spotted Fever Rickettsiosis,TEHAMA,2007,,
Spotted Fever Rickettsiosis,TEHAMA,2008,0,0
Spotted Fever Rickettsiosis,TEHAMA,2009,0,0
Spotted Fever Rickettsiosis,TEHAMA,2010,0,0
Spotted Fever Rickettsiosis,TEHAMA,2011,0,0
Spotted Fever Rickettsiosis,TEHAMA,2012,0,0
Spotted Fever Rickettsiosis,TEHAMA,2013,0,0
Spotted Fever Rickettsiosis,TEHAMA,2014,0,0
Spotted Fever Rickettsiosis,TEHAMA,2015,0,0
Spotted Fever Rickettsiosis,TEHAMA,2016,0,0
Spotted Fever Rickettsiosis,TEHAMA,2017,0,0
Spotted Fever Rickettsiosis,TEHAMA,2018,0,0
Spotted Fever Rickettsiosis,TRINITY,2001,0,0
Spotted Fever Rickettsiosis,TRINITY,2002,0,0
Spotted Fever Rickettsiosis,TRINITY,2003,0,0
Spotted Fever Rickettsiosis,TRINITY,2004,0,0
Spotted Fever Rickettsiosis,TRINITY,2005,0,0
Spotted Fever Rickettsiosis,TRINITY,2006,0,0
Spotted Fever Rickettsiosis,TRINITY,2007,0,0
Spotted Fever Rickettsiosis,TRINITY,2008,0,0
Spotted Fever Rickettsiosis,TRINITY,2009,0,0
Spotted Fever Rickettsiosis,TRINITY,2010,0,0
Spotted Fever Rickettsiosis,TRINITY,2011,0,0
Spotted Fever Rickettsiosis,TRINITY,2012,0,0
Spotted Fever Rickettsiosis,TRINITY,2013,0,0
Spotted Fever Rickettsiosis,TRINITY,2014,0,0
Spotted Fever Rickettsiosis,TRINITY,2015,0,0
Spotted Fever Rickettsiosis,TRINITY,2016,0,0
Spotted Fever Rickettsiosis,TRINITY,2017,0,0
Spotted Fever Rickettsiosis,TRINITY,2018,0,0
Spotted Fever Rickettsiosis,TULARE,2001,0,0
Spotted Fever Rickettsiosis,TULARE,2002,0,0
Spotted Fever Rickettsiosis,TULARE,2003,0,0
Spotted Fever Rickettsiosis,TULARE,2004,0,0
Spotted Fever Rickettsiosis,TULARE,2005,0,0
Spotted Fever Rickettsiosis,TULARE,2006,0,0
Spotted Fever Rickettsiosis,TULARE,2007,0,0
Spotted Fever Rickettsiosis,TULARE,2008,0,0
Spotted Fever Rickettsiosis,TULARE,2009,0,0
Spotted Fever Rickettsiosis,TULARE,2010,0,0
Spotted Fever Rickettsiosis,TULARE,2011,0,0
Spotted Fever Rickettsiosis,TULARE,2012,0,0
Spotted Fever Rickettsiosis,TULARE,2013,0,0
Spotted Fever Rickettsiosis,TULARE,2014,0,0
Spotted Fever Rickettsiosis,TULARE,2015,0,0
Spotted Fever Rickettsiosis,TULARE,2016,0,0
Spotted Fever Rickettsiosis,TULARE,2017,0,0
Spotted Fever Rickettsiosis,TULARE,2018,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2001,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2002,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2003,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2004,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2005,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2006,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2007,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2008,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2009,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2010,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2011,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2012,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2013,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2014,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2015,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2016,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2017,0,0
Spotted Fever Rickettsiosis,TUOLUMNE,2018,0,0
Spotted Fever Rickettsiosis,VENTURA,2001,0,0
Spotted Fever Rickettsiosis,VENTURA,2002,0,0
Spotted Fever Rickettsiosis,VENTURA,2003,0,0
Spotted Fever Rickettsiosis,VENTURA,2004,0,0
Spotted Fever Rickettsiosis,VENTURA,2005,0,0
Spotted Fever Rickettsiosis,VENTURA,2006,0,0
Spotted Fever Rickettsiosis,VENTURA,2007,0,0
Spotted Fever Rickettsiosis,VENTURA,2008,0,0
Spotted Fever Rickettsiosis,VENTURA,2009,0,0
Spotted Fever Rickettsiosis,VENTURA,2010,0,0
Spotted Fever Rickettsiosis,VENTURA,2011,0,0
Spotted Fever Rickettsiosis,VENTURA,2012,0,0
Spotted Fever Rickettsiosis,VENTURA,2013,0,1
Spotted Fever Rickettsiosis,VENTURA,2014,0,0
Spotted Fever Rickettsiosis,VENTURA,2015,0,0
Spotted Fever Rickettsiosis,VENTURA,2016,0,0
Spotted Fever Rickettsiosis,VENTURA,2017,0,0
Spotted Fever Rickettsiosis,VENTURA,2018,1,0
Spotted Fever Rickettsiosis,YOLO,2001,0,0
Spotted Fever Rickettsiosis,YOLO,2002,0,0
Spotted Fever Rickettsiosis,YOLO,2003,0,0
Spotted Fever Rickettsiosis,YOLO,2004,0,0
Spotted Fever Rickettsiosis,YOLO,2005,0,0
Spotted Fever Rickettsiosis,YOLO,2006,0,0
Spotted Fever Rickettsiosis,YOLO,2007,0,0
Spotted Fever Rickettsiosis,YOLO,2008,0,0
Spotted Fever Rickettsiosis,YOLO,2009,0,0
Spotted Fever Rickettsiosis,YOLO,2010,0,0
Spotted Fever Rickettsiosis,YOLO,2011,0,0
Spotted Fever Rickettsiosis,YOLO,2012,0,0
Spotted Fever Rickettsiosis,YOLO,2013,0,0
Spotted Fever Rickettsiosis,YOLO,2014,0,0
Spotted Fever Rickettsiosis,YOLO,2015,0,0
Spotted Fever Rickettsiosis,YOLO,2016,0,0
Spotted Fever Rickettsiosis,YOLO,2017,0,0
Spotted Fever Rickettsiosis,YOLO,2018,0,0
Spotted Fever Rickettsiosis,YUBA,2001,0,0
Spotted Fever Rickettsiosis,YUBA,2002,0,0
Spotted Fever Rickettsiosis,YUBA,2003,0,0
Spotted Fever Rickettsiosis,YUBA,2004,0,0
Spotted Fever Rickettsiosis,YUBA,2005,0,0
Spotted Fever Rickettsiosis,YUBA,2006,0,0
Spotted Fever Rickettsiosis,YUBA,2007,0,0
Spotted Fever Rickettsiosis,YUBA,2008,0,0
Spotted Fever Rickettsiosis,YUBA,2009,0,0
Spotted Fever Rickettsiosis,YUBA,2010,0,0
Spotted Fever Rickettsiosis,YUBA,2011,0,0
Spotted Fever Rickettsiosis,YUBA,2012,0,0
Spotted Fever Rickettsiosis,YUBA,2013,0,0
Spotted Fever Rickettsiosis,YUBA,2014,0,0
Spotted Fever Rickettsiosis,YUBA,2015,0,0
Spotted Fever Rickettsiosis,YUBA,2016,0,0
Spotted Fever Rickettsiosis,YUBA,2017,0,0
Spotted Fever Rickettsiosis,YUBA,2018,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2001,0,1
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2002,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2003,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2004,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2005,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2006,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2007,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2008,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2009,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2010,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2011,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2012,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2013,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2014,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2015,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2016,0,0
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2017,0,1
Streptococcal Infection (cases in food and dairy workers),ALAMEDA,2018,3,3
Streptococcal Infection (cases in food and dairy workers),ALPINE,2001,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2002,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2003,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2004,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2005,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2006,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2007,0,0
Streptococcal Infection (cases in food and dairy workers),ALPINE,2008,0,0
