Disease,County,Year,MALE,FEMALE
Ciguatera Fish Poisoning,CONTRA COSTA,2003,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2004,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2005,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2006,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2007,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2008,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2009,2,0
Ciguatera Fish Poisoning,CONTRA COSTA,2010,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2011,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2012,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2013,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2014,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2015,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2016,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2017,0,0
Ciguatera Fish Poisoning,CONTRA COSTA,2018,0,0
Ciguatera Fish Poisoning,DEL NORTE,2001,0,0
Ciguatera Fish Poisoning,DEL NORTE,2002,0,0
Ciguatera Fish Poisoning,DEL NORTE,2003,0,0
Ciguatera Fish Poisoning,DEL NORTE,2004,0,0
Ciguatera Fish Poisoning,DEL NORTE,2005,0,0
Ciguatera Fish Poisoning,DEL NORTE,2006,0,0
Ciguatera Fish Poisoning,DEL NORTE,2007,0,0
Ciguatera Fish Poisoning,DEL NORTE,2008,0,0
Ciguatera Fish Poisoning,DEL NORTE,2009,0,0
Ciguatera Fish Poisoning,DEL NORTE,2010,0,0
Ciguatera Fish Poisoning,DEL NORTE,2011,0,0
Ciguatera Fish Poisoning,DEL NORTE,2012,0,0
Ciguatera Fish Poisoning,DEL NORTE,2013,0,0
Ciguatera Fish Poisoning,DEL NORTE,2014,0,0
Ciguatera Fish Poisoning,DEL NORTE,2015,0,0
Ciguatera Fish Poisoning,DEL NORTE,2016,0,0
Ciguatera Fish Poisoning,DEL NORTE,2017,0,0
Ciguatera Fish Poisoning,DEL NORTE,2018,0,0
Ciguatera Fish Poisoning,EL DORADO,2001,0,0
Ciguatera Fish Poisoning,EL DORADO,2002,0,0
Ciguatera Fish Poisoning,EL DORADO,2003,0,0
Ciguatera Fish Poisoning,EL DORADO,2004,0,0
Ciguatera Fish Poisoning,EL DORADO,2005,0,0
Ciguatera Fish Poisoning,EL DORADO,2006,0,0
Ciguatera Fish Poisoning,EL DORADO,2007,0,0
Ciguatera Fish Poisoning,EL DORADO,2008,0,0
Ciguatera Fish Poisoning,EL DORADO,2009,0,0
Ciguatera Fish Poisoning,EL DORADO,2010,0,0
Ciguatera Fish Poisoning,EL DORADO,2011,0,0
Ciguatera Fish Poisoning,EL DORADO,2012,0,0
Ciguatera Fish Poisoning,EL DORADO,2013,0,0
Ciguatera Fish Poisoning,EL DORADO,2014,0,0
Ciguatera Fish Poisoning,EL DORADO,2015,0,0
Ciguatera Fish Poisoning,EL DORADO,2016,0,0
Ciguatera Fish Poisoning,EL DORADO,2017,0,0
Ciguatera Fish Poisoning,EL DORADO,2018,0,0
Ciguatera Fish Poisoning,FRESNO,2001,0,0
Ciguatera Fish Poisoning,FRESNO,2002,0,0
Ciguatera Fish Poisoning,FRESNO,2003,0,0
Ciguatera Fish Poisoning,FRESNO,2004,0,0
Ciguatera Fish Poisoning,FRESNO,2005,0,0
Ciguatera Fish Poisoning,FRESNO,2006,0,0
Ciguatera Fish Poisoning,FRESNO,2007,0,0
Ciguatera Fish Poisoning,FRESNO,2008,0,0
Ciguatera Fish Poisoning,FRESNO,2009,0,0
Ciguatera Fish Poisoning,FRESNO,2010,0,0
Ciguatera Fish Poisoning,FRESNO,2011,0,0
Ciguatera Fish Poisoning,FRESNO,2012,0,0
Ciguatera Fish Poisoning,FRESNO,2013,0,0
Ciguatera Fish Poisoning,FRESNO,2014,0,0
Ciguatera Fish Poisoning,FRESNO,2015,0,0
Ciguatera Fish Poisoning,FRESNO,2016,0,0
Ciguatera Fish Poisoning,FRESNO,2017,0,0
Ciguatera Fish Poisoning,FRESNO,2018,0,0
Ciguatera Fish Poisoning,GLENN,2001,0,0
Ciguatera Fish Poisoning,GLENN,2002,0,0
Ciguatera Fish Poisoning,GLENN,2003,0,0
Ciguatera Fish Poisoning,GLENN,2004,0,0
Ciguatera Fish Poisoning,GLENN,2005,0,0
Ciguatera Fish Poisoning,GLENN,2006,0,0
Ciguatera Fish Poisoning,GLENN,2007,0,0
Ciguatera Fish Poisoning,GLENN,2008,0,0
Ciguatera Fish Poisoning,GLENN,2009,0,0
Ciguatera Fish Poisoning,GLENN,2010,0,0
Ciguatera Fish Poisoning,GLENN,2011,0,0
Ciguatera Fish Poisoning,GLENN,2012,0,0
Ciguatera Fish Poisoning,GLENN,2013,0,0
Ciguatera Fish Poisoning,GLENN,2014,0,0
Ciguatera Fish Poisoning,GLENN,2015,0,0
Ciguatera Fish Poisoning,GLENN,2016,0,0
Ciguatera Fish Poisoning,GLENN,2017,0,0
Ciguatera Fish Poisoning,GLENN,2018,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2001,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2002,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2003,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2004,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2005,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2006,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2007,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2008,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2009,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2010,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2011,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2012,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2013,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2014,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2015,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2016,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2017,0,0
Ciguatera Fish Poisoning,HUMBOLDT,2018,0,0
Ciguatera Fish Poisoning,IMPERIAL,2001,0,0
Ciguatera Fish Poisoning,IMPERIAL,2002,0,0
Ciguatera Fish Poisoning,IMPERIAL,2003,0,0
Ciguatera Fish Poisoning,IMPERIAL,2004,0,0
Ciguatera Fish Poisoning,IMPERIAL,2005,0,0
Ciguatera Fish Poisoning,IMPERIAL,2006,0,0
Ciguatera Fish Poisoning,IMPERIAL,2007,0,0
Ciguatera Fish Poisoning,IMPERIAL,2008,0,0
Ciguatera Fish Poisoning,IMPERIAL,2009,0,0
Ciguatera Fish Poisoning,IMPERIAL,2010,0,0
Ciguatera Fish Poisoning,IMPERIAL,2011,0,0
Ciguatera Fish Poisoning,IMPERIAL,2012,0,0
Ciguatera Fish Poisoning,IMPERIAL,2013,0,0
Ciguatera Fish Poisoning,IMPERIAL,2014,0,0
Ciguatera Fish Poisoning,IMPERIAL,2015,0,0
Ciguatera Fish Poisoning,IMPERIAL,2016,0,0
Ciguatera Fish Poisoning,IMPERIAL,2017,0,0
Ciguatera Fish Poisoning,IMPERIAL,2018,0,0
Ciguatera Fish Poisoning,INYO,2001,0,0
Ciguatera Fish Poisoning,INYO,2002,0,0
Ciguatera Fish Poisoning,INYO,2003,0,0
Ciguatera Fish Poisoning,INYO,2004,0,0
Ciguatera Fish Poisoning,INYO,2005,0,0
Ciguatera Fish Poisoning,INYO,2006,0,0
Ciguatera Fish Poisoning,INYO,2007,0,0
Ciguatera Fish Poisoning,INYO,2008,0,0
Ciguatera Fish Poisoning,INYO,2009,0,0
Ciguatera Fish Poisoning,INYO,2010,0,0
Ciguatera Fish Poisoning,INYO,2011,0,0
Ciguatera Fish Poisoning,INYO,2012,0,0
Ciguatera Fish Poisoning,INYO,2013,0,0
Ciguatera Fish Poisoning,INYO,2014,0,0
Ciguatera Fish Poisoning,INYO,2015,0,0
Ciguatera Fish Poisoning,INYO,2016,0,0
Ciguatera Fish Poisoning,INYO,2017,0,0
Ciguatera Fish Poisoning,INYO,2018,0,0
Ciguatera Fish Poisoning,KERN,2001,0,0
Ciguatera Fish Poisoning,KERN,2002,0,0
Ciguatera Fish Poisoning,KERN,2003,0,0
Ciguatera Fish Poisoning,KERN,2004,0,0
Ciguatera Fish Poisoning,KERN,2005,0,0
Ciguatera Fish Poisoning,KERN,2006,0,0
Ciguatera Fish Poisoning,KERN,2007,0,0
Ciguatera Fish Poisoning,KERN,2008,0,0
Ciguatera Fish Poisoning,KERN,2009,0,0
Ciguatera Fish Poisoning,KERN,2010,0,0
Ciguatera Fish Poisoning,KERN,2011,0,0
Ciguatera Fish Poisoning,KERN,2012,0,0
Ciguatera Fish Poisoning,KERN,2013,0,0
Ciguatera Fish Poisoning,KERN,2014,0,0
Ciguatera Fish Poisoning,KERN,2015,0,0
Ciguatera Fish Poisoning,KERN,2016,0,0
Ciguatera Fish Poisoning,KERN,2017,0,0
Ciguatera Fish Poisoning,KERN,2018,0,0
Ciguatera Fish Poisoning,KINGS,2001,0,0
Ciguatera Fish Poisoning,KINGS,2002,0,0
Ciguatera Fish Poisoning,KINGS,2003,0,0
Ciguatera Fish Poisoning,KINGS,2004,0,0
Ciguatera Fish Poisoning,KINGS,2005,0,0
Ciguatera Fish Poisoning,KINGS,2006,0,0
Ciguatera Fish Poisoning,KINGS,2007,0,0
Ciguatera Fish Poisoning,KINGS,2008,0,0
Ciguatera Fish Poisoning,KINGS,2009,0,0
Ciguatera Fish Poisoning,KINGS,2010,0,0
Ciguatera Fish Poisoning,KINGS,2011,0,0
Ciguatera Fish Poisoning,KINGS,2012,0,0
Ciguatera Fish Poisoning,KINGS,2013,0,0
Ciguatera Fish Poisoning,KINGS,2014,0,0
Ciguatera Fish Poisoning,KINGS,2015,0,0
Ciguatera Fish Poisoning,KINGS,2016,0,0
Ciguatera Fish Poisoning,KINGS,2017,0,0
Ciguatera Fish Poisoning,KINGS,2018,0,0
Ciguatera Fish Poisoning,LAKE,2001,0,0
Ciguatera Fish Poisoning,LAKE,2002,0,0
Ciguatera Fish Poisoning,LAKE,2003,0,0
Ciguatera Fish Poisoning,LAKE,2004,0,0
Ciguatera Fish Poisoning,LAKE,2005,0,0
Ciguatera Fish Poisoning,LAKE,2006,0,0
Ciguatera Fish Poisoning,LAKE,2007,0,0
Ciguatera Fish Poisoning,LAKE,2008,0,0
Ciguatera Fish Poisoning,LAKE,2009,0,0
Ciguatera Fish Poisoning,LAKE,2010,0,0
Ciguatera Fish Poisoning,LAKE,2011,0,0
Ciguatera Fish Poisoning,LAKE,2012,0,0
Ciguatera Fish Poisoning,LAKE,2013,0,0
Ciguatera Fish Poisoning,LAKE,2014,0,0
Ciguatera Fish Poisoning,LAKE,2015,0,0
Ciguatera Fish Poisoning,LAKE,2016,0,0
Ciguatera Fish Poisoning,LAKE,2017,0,0
Ciguatera Fish Poisoning,LAKE,2018,0,0
Ciguatera Fish Poisoning,LASSEN,2001,0,0
Ciguatera Fish Poisoning,LASSEN,2002,0,0
Ciguatera Fish Poisoning,LASSEN,2003,0,0
Ciguatera Fish Poisoning,LASSEN,2004,0,0
Ciguatera Fish Poisoning,LASSEN,2005,0,0
Ciguatera Fish Poisoning,LASSEN,2006,0,0
Ciguatera Fish Poisoning,LASSEN,2007,0,0
Ciguatera Fish Poisoning,LASSEN,2008,0,0
Ciguatera Fish Poisoning,LASSEN,2009,0,0
Ciguatera Fish Poisoning,LASSEN,2010,0,0
Ciguatera Fish Poisoning,LASSEN,2011,0,0
Ciguatera Fish Poisoning,LASSEN,2012,0,0
Ciguatera Fish Poisoning,LASSEN,2013,0,0
Ciguatera Fish Poisoning,LASSEN,2014,0,0
Ciguatera Fish Poisoning,LASSEN,2015,0,0
Ciguatera Fish Poisoning,LASSEN,2016,0,0
Ciguatera Fish Poisoning,LASSEN,2017,0,0
Ciguatera Fish Poisoning,LASSEN,2018,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2001,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2002,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2003,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2004,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2005,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2006,1,2
Ciguatera Fish Poisoning,LOS ANGELES,2007,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2008,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2009,0,1
Ciguatera Fish Poisoning,LOS ANGELES,2010,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2011,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2012,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2013,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2014,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2015,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2016,0,0
Ciguatera Fish Poisoning,LOS ANGELES,2017,1,1
Ciguatera Fish Poisoning,LOS ANGELES,2018,0,0
Ciguatera Fish Poisoning,MADERA,2001,0,0
Ciguatera Fish Poisoning,MADERA,2002,0,0
Ciguatera Fish Poisoning,MADERA,2003,0,0
Ciguatera Fish Poisoning,MADERA,2004,0,0
Ciguatera Fish Poisoning,MADERA,2005,0,0
Ciguatera Fish Poisoning,MADERA,2006,0,0
Ciguatera Fish Poisoning,MADERA,2007,0,0
Ciguatera Fish Poisoning,MADERA,2008,0,0
Ciguatera Fish Poisoning,MADERA,2009,0,0
Ciguatera Fish Poisoning,MADERA,2010,0,0
Ciguatera Fish Poisoning,MADERA,2011,0,0
Ciguatera Fish Poisoning,MADERA,2012,0,0
Ciguatera Fish Poisoning,MADERA,2013,0,0
Ciguatera Fish Poisoning,MADERA,2014,0,0
Ciguatera Fish Poisoning,MADERA,2015,0,0
Ciguatera Fish Poisoning,MADERA,2016,0,0
Ciguatera Fish Poisoning,MADERA,2017,0,0
Ciguatera Fish Poisoning,MADERA,2018,0,0
Ciguatera Fish Poisoning,MARIN,2001,0,0
Ciguatera Fish Poisoning,MARIN,2002,0,0
Ciguatera Fish Poisoning,MARIN,2003,0,0
Ciguatera Fish Poisoning,MARIN,2004,0,0
Ciguatera Fish Poisoning,MARIN,2005,0,0
Ciguatera Fish Poisoning,MARIN,2006,0,0
Ciguatera Fish Poisoning,MARIN,2007,0,0
Ciguatera Fish Poisoning,MARIN,2008,0,0
Ciguatera Fish Poisoning,MARIN,2009,0,0
Ciguatera Fish Poisoning,MARIN,2010,0,0
Ciguatera Fish Poisoning,MARIN,2011,0,0
Ciguatera Fish Poisoning,MARIN,2012,0,0
Ciguatera Fish Poisoning,MARIN,2013,0,0
Ciguatera Fish Poisoning,MARIN,2014,0,0
Ciguatera Fish Poisoning,MARIN,2015,0,0
Ciguatera Fish Poisoning,MARIN,2016,0,0
Ciguatera Fish Poisoning,MARIN,2017,0,0
Ciguatera Fish Poisoning,MARIN,2018,0,0
Ciguatera Fish Poisoning,MARIPOSA,2001,0,0
Ciguatera Fish Poisoning,MARIPOSA,2002,0,0
Ciguatera Fish Poisoning,MARIPOSA,2003,0,0
Ciguatera Fish Poisoning,MARIPOSA,2004,0,0
Ciguatera Fish Poisoning,MARIPOSA,2005,0,0
Ciguatera Fish Poisoning,MARIPOSA,2006,0,0
Ciguatera Fish Poisoning,MARIPOSA,2007,0,0
Ciguatera Fish Poisoning,MARIPOSA,2008,0,0
Ciguatera Fish Poisoning,MARIPOSA,2009,0,0
Ciguatera Fish Poisoning,MARIPOSA,2010,0,0
Ciguatera Fish Poisoning,MARIPOSA,2011,0,0
Ciguatera Fish Poisoning,MARIPOSA,2012,0,0
Ciguatera Fish Poisoning,MARIPOSA,2013,0,0
Ciguatera Fish Poisoning,MARIPOSA,2014,0,0
Ciguatera Fish Poisoning,MARIPOSA,2015,0,0
Ciguatera Fish Poisoning,MARIPOSA,2016,0,0
Ciguatera Fish Poisoning,MARIPOSA,2017,0,0
Ciguatera Fish Poisoning,MARIPOSA,2018,0,0
Ciguatera Fish Poisoning,MENDOCINO,2001,0,0
Ciguatera Fish Poisoning,MENDOCINO,2002,0,0
Ciguatera Fish Poisoning,MENDOCINO,2003,0,0
Ciguatera Fish Poisoning,MENDOCINO,2004,0,0
Ciguatera Fish Poisoning,MENDOCINO,2005,0,0
Ciguatera Fish Poisoning,MENDOCINO,2006,0,0
Ciguatera Fish Poisoning,MENDOCINO,2007,0,0
Ciguatera Fish Poisoning,MENDOCINO,2008,0,0
Ciguatera Fish Poisoning,MENDOCINO,2009,0,0
Ciguatera Fish Poisoning,MENDOCINO,2010,0,0
Ciguatera Fish Poisoning,MENDOCINO,2011,0,0
Ciguatera Fish Poisoning,MENDOCINO,2012,0,0
Ciguatera Fish Poisoning,MENDOCINO,2013,0,0
Ciguatera Fish Poisoning,MENDOCINO,2014,0,0
Ciguatera Fish Poisoning,MENDOCINO,2015,0,0
Ciguatera Fish Poisoning,MENDOCINO,2016,0,0
Ciguatera Fish Poisoning,MENDOCINO,2017,0,0
Ciguatera Fish Poisoning,MENDOCINO,2018,0,0
Ciguatera Fish Poisoning,MERCED,2001,0,0
Ciguatera Fish Poisoning,MERCED,2002,0,0
Ciguatera Fish Poisoning,MERCED,2003,0,0
Ciguatera Fish Poisoning,MERCED,2004,0,0
Ciguatera Fish Poisoning,MERCED,2005,0,0
Ciguatera Fish Poisoning,MERCED,2006,0,0
Ciguatera Fish Poisoning,MERCED,2007,0,0
Ciguatera Fish Poisoning,MERCED,2008,0,0
Ciguatera Fish Poisoning,MERCED,2009,0,0
Ciguatera Fish Poisoning,MERCED,2010,0,0
Ciguatera Fish Poisoning,MERCED,2011,0,0
Ciguatera Fish Poisoning,MERCED,2012,0,0
Ciguatera Fish Poisoning,MERCED,2013,0,0
Ciguatera Fish Poisoning,MERCED,2014,0,0
Ciguatera Fish Poisoning,MERCED,2015,0,0
Ciguatera Fish Poisoning,MERCED,2016,0,0
Ciguatera Fish Poisoning,MERCED,2017,0,0
Ciguatera Fish Poisoning,MERCED,2018,0,0
Ciguatera Fish Poisoning,MODOC,2001,0,0
Ciguatera Fish Poisoning,MODOC,2002,0,0
Ciguatera Fish Poisoning,MODOC,2003,0,0
Ciguatera Fish Poisoning,MODOC,2004,0,0
Ciguatera Fish Poisoning,MODOC,2005,0,0
Ciguatera Fish Poisoning,MODOC,2006,0,0
Ciguatera Fish Poisoning,MODOC,2007,0,0
Ciguatera Fish Poisoning,MODOC,2008,0,0
Ciguatera Fish Poisoning,MODOC,2009,0,0
Ciguatera Fish Poisoning,MODOC,2010,0,0
Ciguatera Fish Poisoning,MODOC,2011,0,0
Ciguatera Fish Poisoning,MODOC,2012,0,0
Ciguatera Fish Poisoning,MODOC,2013,0,0
Ciguatera Fish Poisoning,MODOC,2014,0,0
Ciguatera Fish Poisoning,MODOC,2015,0,0
Ciguatera Fish Poisoning,MODOC,2016,0,0
Ciguatera Fish Poisoning,MODOC,2017,0,0
Ciguatera Fish Poisoning,MODOC,2018,0,0
Ciguatera Fish Poisoning,MONO,2001,0,0
Ciguatera Fish Poisoning,MONO,2002,0,0
Ciguatera Fish Poisoning,MONO,2003,0,0
Ciguatera Fish Poisoning,MONO,2004,0,0
Ciguatera Fish Poisoning,MONO,2005,0,0
Ciguatera Fish Poisoning,MONO,2006,0,0
Ciguatera Fish Poisoning,MONO,2007,0,0
Ciguatera Fish Poisoning,MONO,2008,0,0
Ciguatera Fish Poisoning,MONO,2009,0,0
Ciguatera Fish Poisoning,MONO,2010,0,0
Ciguatera Fish Poisoning,MONO,2011,0,0
Ciguatera Fish Poisoning,MONO,2012,0,0
Ciguatera Fish Poisoning,MONO,2013,0,0
Ciguatera Fish Poisoning,MONO,2014,0,0
Ciguatera Fish Poisoning,MONO,2015,0,0
Ciguatera Fish Poisoning,MONO,2016,0,0
Ciguatera Fish Poisoning,MONO,2017,0,0
Ciguatera Fish Poisoning,MONO,2018,0,0
Ciguatera Fish Poisoning,MONTEREY,2001,0,0
Ciguatera Fish Poisoning,MONTEREY,2002,0,0
Ciguatera Fish Poisoning,MONTEREY,2003,0,0
Ciguatera Fish Poisoning,MONTEREY,2004,0,0
Ciguatera Fish Poisoning,MONTEREY,2005,0,0
Ciguatera Fish Poisoning,MONTEREY,2006,0,0
Ciguatera Fish Poisoning,MONTEREY,2007,0,0
Ciguatera Fish Poisoning,MONTEREY,2008,0,0
Ciguatera Fish Poisoning,MONTEREY,2009,0,0
Ciguatera Fish Poisoning,MONTEREY,2010,0,0
Ciguatera Fish Poisoning,MONTEREY,2011,1,0
Ciguatera Fish Poisoning,MONTEREY,2012,0,0
Ciguatera Fish Poisoning,MONTEREY,2013,0,0
Ciguatera Fish Poisoning,MONTEREY,2014,0,0
Ciguatera Fish Poisoning,MONTEREY,2015,0,0
Ciguatera Fish Poisoning,MONTEREY,2016,0,0
Ciguatera Fish Poisoning,MONTEREY,2017,0,0
Ciguatera Fish Poisoning,MONTEREY,2018,0,0
Ciguatera Fish Poisoning,NAPA,2001,0,0
Ciguatera Fish Poisoning,NAPA,2002,0,0
Ciguatera Fish Poisoning,NAPA,2003,0,0
Ciguatera Fish Poisoning,NAPA,2004,0,0
Ciguatera Fish Poisoning,NAPA,2005,0,0
Ciguatera Fish Poisoning,NAPA,2006,0,0
Ciguatera Fish Poisoning,NAPA,2007,0,0
Ciguatera Fish Poisoning,NAPA,2008,0,0
Ciguatera Fish Poisoning,NAPA,2009,0,0
Ciguatera Fish Poisoning,NAPA,2010,0,0
Ciguatera Fish Poisoning,NAPA,2011,0,0
Ciguatera Fish Poisoning,NAPA,2012,0,0
Ciguatera Fish Poisoning,NAPA,2013,0,0
Ciguatera Fish Poisoning,NAPA,2014,0,0
Ciguatera Fish Poisoning,NAPA,2015,0,0
Ciguatera Fish Poisoning,NAPA,2016,0,0
Ciguatera Fish Poisoning,NAPA,2017,0,0
Ciguatera Fish Poisoning,NAPA,2018,0,0
Ciguatera Fish Poisoning,NEVADA,2001,0,0
Ciguatera Fish Poisoning,NEVADA,2002,0,0
Ciguatera Fish Poisoning,NEVADA,2003,0,0
Ciguatera Fish Poisoning,NEVADA,2004,0,0
Ciguatera Fish Poisoning,NEVADA,2005,0,0
Ciguatera Fish Poisoning,NEVADA,2006,0,0
Ciguatera Fish Poisoning,NEVADA,2007,0,0
Ciguatera Fish Poisoning,NEVADA,2008,0,0
Ciguatera Fish Poisoning,NEVADA,2009,0,0
Ciguatera Fish Poisoning,NEVADA,2010,0,0
Ciguatera Fish Poisoning,NEVADA,2011,0,0
Ciguatera Fish Poisoning,NEVADA,2012,0,0
Ciguatera Fish Poisoning,NEVADA,2013,0,0
Ciguatera Fish Poisoning,NEVADA,2014,0,0
Ciguatera Fish Poisoning,NEVADA,2015,0,0
Ciguatera Fish Poisoning,NEVADA,2016,0,0
Ciguatera Fish Poisoning,NEVADA,2017,0,0
Ciguatera Fish Poisoning,NEVADA,2018,0,0
Ciguatera Fish Poisoning,ORANGE,2001,0,0
Ciguatera Fish Poisoning,ORANGE,2002,0,0
Ciguatera Fish Poisoning,ORANGE,2003,1,0
Ciguatera Fish Poisoning,ORANGE,2004,0,0
Ciguatera Fish Poisoning,ORANGE,2005,0,1
Ciguatera Fish Poisoning,ORANGE,2006,0,0
Ciguatera Fish Poisoning,ORANGE,2007,0,0
Ciguatera Fish Poisoning,ORANGE,2008,0,0
Ciguatera Fish Poisoning,ORANGE,2009,0,0
Ciguatera Fish Poisoning,ORANGE,2010,0,0
Ciguatera Fish Poisoning,ORANGE,2011,0,0
Ciguatera Fish Poisoning,ORANGE,2012,0,0
Ciguatera Fish Poisoning,ORANGE,2013,0,0
Ciguatera Fish Poisoning,ORANGE,2014,0,0
Ciguatera Fish Poisoning,ORANGE,2015,0,0
Ciguatera Fish Poisoning,ORANGE,2016,0,0
Ciguatera Fish Poisoning,ORANGE,2017,0,0
Ciguatera Fish Poisoning,ORANGE,2018,0,0
Ciguatera Fish Poisoning,PLACER,2001,0,0
Ciguatera Fish Poisoning,PLACER,2002,0,0
Ciguatera Fish Poisoning,PLACER,2003,0,0
Ciguatera Fish Poisoning,PLACER,2004,0,0
Ciguatera Fish Poisoning,PLACER,2005,0,0
Ciguatera Fish Poisoning,PLACER,2006,0,0
Ciguatera Fish Poisoning,PLACER,2007,0,0
Ciguatera Fish Poisoning,PLACER,2008,0,0
Ciguatera Fish Poisoning,PLACER,2009,0,1
Ciguatera Fish Poisoning,PLACER,2010,0,0
Ciguatera Fish Poisoning,PLACER,2011,0,0
Ciguatera Fish Poisoning,PLACER,2012,0,0
Ciguatera Fish Poisoning,PLACER,2013,0,0
Ciguatera Fish Poisoning,PLACER,2014,0,0
Ciguatera Fish Poisoning,PLACER,2015,0,0
Ciguatera Fish Poisoning,PLACER,2016,0,0
Ciguatera Fish Poisoning,PLACER,2017,0,0
Ciguatera Fish Poisoning,PLACER,2018,0,0
Ciguatera Fish Poisoning,PLUMAS,2001,0,0
Ciguatera Fish Poisoning,PLUMAS,2002,0,0
Ciguatera Fish Poisoning,PLUMAS,2003,0,0
Ciguatera Fish Poisoning,PLUMAS,2004,0,0
Ciguatera Fish Poisoning,PLUMAS,2005,0,0
Ciguatera Fish Poisoning,PLUMAS,2006,0,0
Ciguatera Fish Poisoning,PLUMAS,2007,0,0
Ciguatera Fish Poisoning,PLUMAS,2008,0,0
Ciguatera Fish Poisoning,PLUMAS,2009,0,0
Ciguatera Fish Poisoning,PLUMAS,2010,0,0
Ciguatera Fish Poisoning,PLUMAS,2011,0,0
Ciguatera Fish Poisoning,PLUMAS,2012,0,0
Ciguatera Fish Poisoning,PLUMAS,2013,0,0
Ciguatera Fish Poisoning,PLUMAS,2014,0,0
Ciguatera Fish Poisoning,PLUMAS,2015,0,0
Ciguatera Fish Poisoning,PLUMAS,2016,0,0
Ciguatera Fish Poisoning,PLUMAS,2017,0,0
Ciguatera Fish Poisoning,PLUMAS,2018,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2001,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2002,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2003,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2004,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2005,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2006,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2007,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2008,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2009,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2010,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2011,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2012,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2013,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2014,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2015,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2016,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2017,0,0
Ciguatera Fish Poisoning,RIVERSIDE,2018,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2001,0,1
Ciguatera Fish Poisoning,SACRAMENTO,2002,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2003,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2004,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2005,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2006,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2007,0,0
Ciguatera Fish Poisoning,SACRAMENTO,2008,0,0
